Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"71039-1","Collectable Minifigures","Marvel Studios Series 2",2023,"Agatha Harkness",1,11,3.49,4.99,,3.99,,,9.4,10.6,2.4,,"",0,0,0,,0,0,,,,,,,,,3.9100,,"01/09/2023","31/12/2023"
"71039-2","Collectable Minifigures","Marvel Studios Series 2",2023,"Moon Knight",1,8,3.49,4.99,,3.99,,,9.4,10.6,2.4,,"",0,0,0,,0,0,,,,,,,,,47.0000,,"01/09/2023","31/12/2023"
"71039-3","Collectable Minifigures","Marvel Studios Series 2",2023,"Mr. Knight",1,9,3.49,4.99,,3.99,,,9.4,10.6,2.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/09/2023","31/12/2023"
"71039-4","Collectable Minifigures","Marvel Studios Series 2",2023,"Werewolf by Night",1,8,3.49,4.99,,3.99,,,9.4,10.6,2.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/09/2023","31/12/2023"
"71039-5","Collectable Minifigures","Marvel Studios Series 2",2023,"She-Hulk",1,9,3.49,4.99,,3.99,,,9.4,10.6,2.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/09/2023","31/12/2023"
"71039-6","Collectable Minifigures","Marvel Studios Series 2",2023,"Hawkeye",1,8,3.49,4.99,,3.99,,,9.4,10.6,2.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/09/2023","31/12/2023"
"71039-7","Collectable Minifigures","Marvel Studios Series 2",2023,"Kate Bishop",1,11,3.49,4.99,,3.99,,,9.4,10.6,2.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/09/2023","31/12/2023"
"71039-8","Collectable Minifigures","Marvel Studios Series 2",2023,"Goliath",1,7,3.49,4.99,,3.99,,,9.4,10.6,2.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/09/2023","31/12/2023"
"71039-9","Collectable Minifigures","Marvel Studios Series 2",2023,"Echo",1,8,3.49,4.99,5.99,3.99,5702017417820,673419376389,9.4,10.6,2.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/09/2023","31/12/2023"
"71039-10","Collectable Minifigures","Marvel Studios Series 2",2023,"Beast",1,11,3.49,4.99,,3.99,,,9.4,10.6,2.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/09/2023","31/12/2023"
"71039-11","Collectable Minifigures","Marvel Studios Series 2",2023,"Storm",1,10,3.49,4.99,,3.99,,,9.4,10.6,2.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/09/2023","31/12/2023"
"71039-12","Collectable Minifigures","Marvel Studios Series 2",2023,"Wolverine",1,11,3.49,4.99,,3.99,,,9.4,10.6,2.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/09/2023","31/12/2023"
"71039-13","Collectable Minifigures","Marvel Studios Series 2",2023,"LEGO Minifigures - Marvel Studios Series 2 - Complete",12,111,,,,,,,9.4,10.6,2.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/09/2023","31/12/2023"
"71039-14","Collectable Minifigures","Marvel Studios Series 2",2023,"LEGO Minifigures - Marvel Studios Series 2 - Sealed Box",,,,,5.99,3.99,,,9.4,10.6,2.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/09/2023","31/12/2023"
"71413-0","Super Mario","Character Pack - Series 6",2023,"Character Pack Series 6 {Random box}",,,4.99,5.99,7.99,5.99,5702017415680,673419373708,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2023","31/12/2023"
"71413-1","Super Mario","Character Pack - Series 6",2023,"Blooper",2,,4.99,5.99,,5.99,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,4.6800,,"01/01/2023","31/12/2023"
"71413-2","Super Mario","Character Pack - Series 6",2023,"Green Toad",1,,4.99,5.99,,5.99,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,50.9300,,"01/01/2023","31/12/2023"
"71413-3","Super Mario","Character Pack - Series 6",2023,"Ice Bro",1,,4.99,5.99,,5.99,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,79.0000,,"01/01/2023","31/12/2023"
"71413-4","Super Mario","Character Pack - Series 6",2023,"Birdo",1,,4.99,5.99,,5.99,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2023","31/12/2023"
"71413-5","Super Mario","Character Pack - Series 6",2023,"Bramball",1,,4.99,5.99,,5.99,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2023","31/12/2023"
"71413-6","Super Mario","Character Pack - Series 6",2023,"Sumo Bro",1,,4.99,5.99,,5.99,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2023","31/12/2023"
"71413-7","Super Mario","Character Pack - Series 6",2023,"Spike",1,,4.99,5.99,,5.99,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2023","31/12/2023"
"71413-8","Super Mario","Character Pack - Series 6",2023,"Cat Goombas",2,,4.99,5.99,,5.99,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2023","31/12/2023"
"71413-9","Super Mario","Character Pack - Series 6",2023,"Character Pack Series 6 - Complete",10,0,4.99,,7.99,5.99,5702017415680,673419373708,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2023","31/12/2023"
"71413-10","Super Mario","Character Pack - Series 6",2023,"Character Pack Series 6 - Sealed Box",,,4.99,5.99,7.99,5.99,5702017415680,673419373708,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2023","31/12/2023"
"71414-1","Super Mario","Expansion Set",2023,"Conkdor's Noggin Bopper",1,130,12.99,14.99,19.99,14.99,5702017399874,673419372060,19.1,14.1,7.1,,"",0,0,0,,0,0,,,,,,,,,26.9500,,"01/01/2023","31/12/2023"
"71415-1","Super Mario","Expansion Set",2023,"Ice Mario Suit and Frozen World",2,105,19.99,24.99,34.99,24.99,5702017415697,673419374514,26.2,14.1,4.8,,"",0,0,0,,0,0,,,,,,,,,17.2700,,"01/01/2023","31/12/2023"
"71416-1","Super Mario","Expansion Set",2023,"Lava Wave Ride",3,218,29.99,34.99,44.99,34.99,5702017399836,673419371872,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,21.9600,,"01/01/2023","31/12/2023"
"71417-1","Super Mario","Expansion Set",2023,"Fliprus Snow Adventure",4,567,59.99,64.99,84.99,64.99,5702017415703,673419374521,48,28.2,6.1,,"",0,0,0,,0,0,,,,,,,,,32.6400,,"01/01/2023","31/12/2023"
"71418-1","Super Mario","Maker Set",2023,"Creativity Toolbox",4,588,54.99,59.99,79.99,59.99,5702017415710,673419374538,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,40.4800,,"01/01/2023","31/12/2023"
"71419-1","Super Mario","Expansion Set",2023,"Peach's Garden Balloon Ride",5,453,44.99,49.99,64.99,49.99,5702017434094,673419379342,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,42.4700,,"01/01/2023","31/07/2024"
"71420-1","Super Mario","Expansion Set",2023,"Rambi the Rhino",1,106,8.99,10.99,13.99,9.99,5702017415727,673419374545,14.1,12.2,4.6,,"",0,0,0,,0,0,,,,,,,,,8.4300,,"01/08/2023","31/07/2024"
"71421-1","Super Mario","Expansion Set",2023,"Dixie Kong's Jungle Jam",2,174,20.99,26.99,29.99,26.99,5702017415734,673419374552,26.2,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,19.7300,,"01/08/2023","31/07/2024"
"71422-1","Super Mario","Expansion Set",2023,"Picnic at Mario's House",1,259,31.99,37.99,49.99,37.99,5702017415741,673419374569,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,27.7700,,"01/08/2023","31/12/2024"
"71423-1","Super Mario","Expansion Set",2023,"Dry Bowser Castle Battle",5,1321,94.99,109.99,139.99,104.99,5702017415758,673419374576,48,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,69.5400,,"01/08/2023","31/12/2024"
"71424-1","Super Mario","Expansion Set",2023,"Donkey Kong's Tree House",2,555,57.99,59.99,79.99,64.99,5702017415765,673419374583,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,48.5300,,"01/08/2023","31/12/2024"
"71425-1","Super Mario","Expansion Set",2023,"Diddy Kong's Mine Cart Ride",4,1157,94.99,109.99,139.99,104.99,5702017415772,673419374590,48,37.8,7.1,,"",0,0,0,,0,0,,,,,,,,,70.5400,,"01/08/2023","31/07/2024"
"71426-1","Super Mario","Miscellaneous",2023,"Piranha Plant",,540,57.99,59.99,79.99,64.99,5702017415789,673419374606,,,,,"",0,0,0,,0,0,,,,,,,,,57.8600,,"",""
"71427-1","Super Mario","Expansion Set",2023,"Larry's and Morton's Airships",3,1062,74.99,79.99,99.99,84.99,5702017434100,673419379465,35.4,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,97.8700,,"01/08/2023","31/12/2024"
"71453-1","Dreamzzz","Trials of the Dream Chasers",2023,"Izzie and Bunchu the Bunny",2,259,18.99,19.99,24.99,20.99,5702017419237,673419376204,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,14.6400,12.0000,"01/08/2023","31/12/2024"
"71454-1","Dreamzzz","Trials of the Dream Chasers",2023,"Mateo and Z-Blob the Robot",2,237,18.99,19.99,24.99,20.99,5702017419244,673419376211,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,15.1000,,"01/08/2023","31/12/2024"
"71455-1","Dreamzzz","Trials of the Dream Chasers",2023,"Grimkeeper the Cage Monster",2,274,31.99,37.99,49.99,37.99,5702017419251,673419376228,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,27.4400,,"01/08/2023","31/12/2024"
"71456-1","Dreamzzz","Trials of the Dream Chasers",2023,"Mrs. Castillo's Turtle Van",5,434,42.99,47.99,59.99,47.99,5702017419268,673419376235,26.2,22.2,7.6,,"",0,0,0,,0,0,,,,,,,,,35.1800,37.9900,"01/08/2023","31/12/2024"
"71457-1","Dreamzzz","Trials of the Dream Chasers",2023,"Pegasus Flying Horse",4,482,46.99,49.99,64.99,52.99,5702017419374,673419376242,28.2,26.2,7.6,,"",0,0,0,,0,0,,,,,,,,,37.4700,30.0000,"01/08/2023","31/12/2024"
"71458-1","Dreamzzz","Trials of the Dream Chasers",2023,"Crocodile Car",5,494,57.99,59.99,79.99,62.99,5702017419381,673419376457,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,44.2000,,"01/08/2023","31/12/2024"
"71459-1","Dreamzzz","Trials of the Dream Chasers",2023,"Stable of Dream Creatures",7,681,74.99,79.99,99.99,84.99,5702017419398,673419376464,48,28.2,6.1,,"",0,0,0,,0,0,,,,,,,,,55.4600,,"01/08/2023","31/12/2024"
"71460-1","Dreamzzz","Trials of the Dream Chasers",2023,"Mr. Oz's Spacebus",10,878,84.99,99.99,119.99,99.99,5702017419404,673419376471,54,28.2,5.9,,"",0,0,0,,0,0,,,,,,,,,73.3700,,"01/08/2023","31/12/2024"
"71461-1","Dreamzzz","Trials of the Dream Chasers",2023,"Fantastical Tree House",7,1257,94.99,109.99,139.99,104.99,5702017419411,673419376488,35.4,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,78.5800,,"01/08/2023","31/12/2024"
"71469-1","Dreamzzz","Trials of the Dream Chasers",2023,"Nightmare Shark Ship",6,1389,119.99,139.99,179.99,139.99,5702017419428,673419376495,58.2,37.8,8.7,,"",0,0,0,,0,0,,,,,,,,,114.4300,,"01/08/2023","31/12/2024"
"71777-1","Ninjago","Dragon Power Spinjitzu",2023,"Kai's Dragon Power Spinjitzu Flip",1,72,8.99,10.99,13.99,9.99,5702017412863,673419373777,21,19.5,4.5,,"",0,0,0,,0,0,,,,,,,,,8.9100,,"01/06/2023","31/12/2023"
"71778-1","Ninjago","Dragon Power Spinjitzu",2023,"Nya's Dragon Power Spinjitzu Drift",1,57,8.99,10.99,13.99,9.99,5702017412979,673419373784,21,19.5,4.5,,"",0,0,0,,0,0,,,,,,,,,7.7600,,"01/06/2023","31/12/2023"
"71779-1","Ninjago","Dragon Power Spinjitzu",2023,"Lloyd's Dragon Power Spinjitzu Spin",1,56,8.99,10.99,13.99,9.99,5702017412986,673419373791,21,19.5,4.5,,"",0,0,0,,0,0,,,,,,,,,8.5100,,"01/06/2023","31/12/2023"
"71780-1","Ninjago","Core",2023,"Kai's Ninja Race Car EVO",1,94,8.99,9.99,13.99,9.99,5702017399676,673419371957,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,8.0400,,"01/01/2023","31/12/2025"
"71781-1","Ninjago","Core",2023,"Lloyd's Mech Battle EVO",2,223,17.99,19.99,24.99,19.99,5702017399683,673419371964,26.2,14.1,7.2,,"",0,0,0,,0,0,,,,,,,,,15.2800,,"01/01/2023","31/12/2023"
"71782-1","Ninjago","Core",2023,"Cole's Earth Dragon EVO",2,285,29.99,34.99,44.99,34.99,5702017399690,673419371971,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,23.7100,,"01/01/2023","31/12/2024"
"71783-1","Ninjago","Core",2023,"Kai's Mech Rider EVO",4,312,39.99,44.99,54.99,44.99,5702017412993,673419373807,26.2,22.2,7.6,,"",0,0,0,,0,0,,,,,,,,,34.3300,,"01/01/2023","31/12/2024"
"71784-1","Ninjago","Core",2023,"Jay's Lightning Jet EVO",1,146,8.99,9.99,13.99,9.99,5702017413006,673419373814,19.1,14.1,7.1,,"",0,0,0,,0,0,,,,,,,,,9.1600,,"01/01/2023","31/12/2024"
"71785-1","Ninjago","Core",2023,"Jay's Titan Mech",6,794,69.99,79.99,99.99,79.99,5702017413013,673419373821,35.4,37.8,7.1,,"",0,0,0,,0,0,,,,,,,,,56.9800,,"01/01/2023","31/12/2024"
"71786-1","Ninjago","Core",2023,"Zane's Ice Dragon Creature",5,973,89.99,99.99,129.99,99.99,5702017413020,673419373838,54,28.2,5.9,,"",0,0,0,,0,0,,,,,,,,,60.7900,,"01/01/2023","31/12/2024"
"71787-1","Ninjago","Core",2023,"Creative Ninja Brick Box",6,530,54.99,59.99,79.99,59.99,5702017413037,673419373845,37,18,18,,"",0,0,0,,0,0,,,,,,,,,45.1200,,"01/01/2023","31/12/2024"
"71788-1","Ninjago","Core",2023,"Lloyd's Ninja Street Bike",2,64,8.99,9.99,13.99,9.99,5702017399706,673419371988,15.7,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,6.9000,6.8400,"01/01/2023","31/12/2024"
"71789-1","Ninjago","Dragons Rising",2023,"Kai and Ras's Car and Bike Battle",2,103,18.99,19.99,24.99,20.99,5702017413044,673419373852,26.2,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,15.7900,,"01/06/2023","31/12/2024"
"71790-1","Ninjago","Dragons Rising",2023,"Imperium Dragon Hunter Hound",3,198,18.99,19.99,24.99,20.99,5702017413051,673419375658,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,17.0900,,"01/06/2023","31/12/2024"
"71791-1","Ninjago","Dragons Rising",2023,"Zane's Dragon Power Spinjitzu Race Car",4,307,29.99,34.99,39.99,34.99,5702017413068,673419375665,26.2,22.2,7.6,,"",0,0,0,,0,0,,,,,,,,,25.9600,,"01/06/2023","31/12/2024"
"71792-1","Ninjago","Dragons Rising",2023,"Sora's Transforming Mech Bike Racer",3,384,42.99,47.99,59.99,47.99,5702017413075,673419375672,28.2,26.2,5.9,,"",0,0,0,,0,0,,,,,,,,,38.4900,26.2900,"01/06/2023","31/12/2024"
"71793-1","Ninjago","Dragons Rising",2023,"Heatwave Transforming Lava Dragon",5,479,46.99,54.99,69.99,52.99,5702017416540,673419375696,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,38.8000,25.7300,"01/06/2023","31/12/2024"
"71794-1","Ninjago","Dragons Rising",2023,"Lloyd and Arin's Ninja Team Mechs",5,764,74.99,79.99,99.99,84.99,5702017413082,673419375702,35.4,37.8,7.1,,"",0,0,0,,0,0,,,,,,,,,62.7000,,"01/06/2023","31/12/2024"
"71795-1","Ninjago","Dragons Rising",2023,"Temple of the Dragon Energy Cores",6,1029,84.99,94.99,119.99,94.99,5702017413099,673419375719,35.4,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,76.9600,51.4600,"01/06/2023","31/12/2024"
"71796-1","Ninjago","Dragons Rising",2023,"Elemental Dragon vs. The Empress Mech",6,1038,94.99,129.99,169.99,104.99,5702017413105,673419375726,54,28.2,5.9,,"",0,0,0,,0,0,,,,,,,,,84.4200,68.7200,"01/06/2023","31/12/2024"
"71797-1","Ninjago","Dragons Rising",2023,"Destiny's Bounty - Race Against Time",6,1739,129.99,159.99,209.99,149.99,5702017413112,673419375733,58.2,37.8,8.7,,"",0,0,0,,0,0,,,,,,,,,129.8900,,"01/06/2023","31/12/2024"
"71798-1","Ninjago","Dragons Rising",2023,"Nya and Arin's Baby Dragon Battle",3,157,26.99,34.99,39.99,31.99,5702017413129,673419375740,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,24.8400,,"01/06/2023","31/12/2024"
"71799-1","Ninjago","Dragons Rising",2023,"NINJAGO City Markets",21,6163,319.99,369.99,479.99,369.99,5702017435787,673419379892,52.3,48,21.8,,"",0,0,0,,0,0,,,,,,,,,340.5100,,"01/06/2023","31/12/2026"
"71800-1","Ninjago","Core",2023,"Nya's Water Dragon EVO",3,173,17.99,19.99,24.99,19.99,5702017434018,673419379267,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,23.1600,,"01/01/2023","31/12/2024"
"75344-1","Star Wars","Microfighters",2023,"Boba Fett's Starship Microfighter",1,85,8.99,9.99,13.99,9.99,5702017421278,673419376884,14.1,12.2,4.6,,"",0,0,0,,0,0,,,,,,,,,8.4700,6.7500,"01/01/2023","31/12/2024"
"75345-1","Star Wars","The Clone Wars",2023,"501st Clone Troopers Battle Pack",4,119,17.99,19.99,24.99,19.99,5702017421292,673419376891,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,16.6100,12.2500,"01/01/2023","31/12/2024"
"75346-1","Star Wars","The Mandalorian",2023,"Pirate Snub Fighter",2,285,29.99,34.99,44.99,34.99,5702017421308,673419376907,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,24.7300,22.9300,"01/05/2023","31/12/2024"
"75347-1","Star Wars","Episode VI",2023,"TIE Bomber",4,625,59.99,64.99,84.99,64.99,5702017421322,673419376914,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,51.5100,29.3600,"01/01/2023","31/12/2024"
"75348-1","Star Wars","The Mandalorian",2023,"Mandalorian Fang Fighter vs TIE Interceptor",4,957,89.99,99.99,129.99,99.99,5702017421339,673419376921,48,28.2,7.4,,"",0,0,0,,0,0,,,,,,,,,76.0300,62.7000,"01/05/2023","31/12/2025"
"75349-1","Star Wars","Helmet Collection",2023,"Captain Rex Helmet",,854,59.99,69.99,89.99,69.99,5702017421346,673419376938,19.1,35.4,11.8,,"",0,0,0,,0,0,,,,,,,,,52.9500,39.9900,"01/03/2023","31/12/2024"
"75350-1","Star Wars","Helmet Collection",2023,"Clone Commander Cody Helmet",,766,59.99,69.99,89.99,69.99,5702017421353,673419376945,19.1,35.4,11.8,,"",0,0,0,,0,0,,,,,,,,,58.2000,40.0000,"01/03/2023","31/12/2024"
"75351-1","Star Wars","Helmet Collection",2023,"Princess Leia (Boushh) Helmet",,670,59.99,69.99,89.99,69.99,5702017433509,673419379045,19.1,35.4,11.8,,"",0,0,0,,0,0,,,,,,,,,59.6000,55.0000,"01/03/2023","31/12/2024"
"75352-1","Star Wars","Diorama Collection",2023,"Emperor's Throne Room Diorama",3,807,89.99,99.99,129.99,99.99,5702017421360,673419376952,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,67.7500,51.3100,"01/05/2023","31/12/2025"
"75353-1","Star Wars","Diorama Collection",2023,"Endor Speeder Chase Diorama",3,608,69.99,79.99,99.99,79.99,5702017421377,673419376969,28.2,26.2,7.6,,"",0,0,0,,0,0,,,,,,,,,59.5700,52.3400,"01/05/2023","31/12/2025"
"75354-1","Star Wars","The Clone Wars",2023,"Coruscant Guard Gunship",5,1083,129.99,139.99,179.99,149.99,5702017433806,673419379038,48,37.8,7.1,,"",0,0,0,,0,0,,,,,,,,,136.8900,112.8000,"01/09/2023","31/12/2024"
"75355-1","Star Wars","Ultimate Collector Series",2023,"X-wing Starfighter",2,1949,209.99,239.99,319.99,239.99,5702017421384,673419376976,58.2,37.8,8.7,,"",0,0,0,,0,0,,,,,,,,,199.3000,182.1400,"01/05/2023","31/12/2025"
"75356-1","Star Wars","Episode VI",2023,"Executor Super Star Destroyer",,630,59.99,69.99,89.99,69.99,5702017433813,673419379021,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,72.4500,47.7500,"01/05/2023","31/12/2024"
"75357-1","Star Wars","Ahsoka",2023,"Ghost & Phantom II",5,1394,149.99,159.99,209.99,169.99,5702017433820,673419379014,48,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,173.7200,129.0500,"01/09/2023","31/12/2024"
"75358-1","Star Wars","Young Jedi Adventures",2023,"Tenoo Jedi Temple",4,124,37.99,39.99,49.99,42.99,5702017421391,673419376983,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,33.7200,,"01/06/2023","31/12/2024"
"75359-1","Star Wars","The Clone Wars",2023,"332nd Ahsoka's Clone Trooper Battle Pack",4,108,18.99,19.99,24.99,20.99,5702017421407,673419376990,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,17.3800,,"01/08/2023","31/12/2024"
"75360-1","Star Wars","The Clone Wars",2023,"Yoda's Jedi Starfighter",2,253,29.99,34.99,44.99,34.99,5702017421414,673419377003,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,28.3800,15.0000,"01/08/2023","31/12/2024"
"75361-1","Star Wars","The Mandalorian",2023,"Spider Tank",3,526,46.99,49.99,64.99,52.99,5702017421421,673419377010,26.2,22.2,7.6,,"",0,0,0,,0,0,,,,,,,,,48.6500,,"01/08/2023","31/12/2025"
"75362-1","Star Wars","Ahsoka",2023,"Ahsoka Tano's T-6 Jedi Shuttle",4,601,64.99,79.99,99.99,74.99,5702017421438,673419377027,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,62.6100,66.7500,"01/09/2023","31/12/2024"
"75363-1","Star Wars","Microfighters",2023,"The Mandalorian N-1 Starfighter Microfighter",2,88,12.99,15.99,19.99,15.99,5702017421445,673419377034,14.1,12.2,4.6,,"",0,0,0,,0,0,,,,,,,,,13.7100,,"01/08/2023","31/12/2025"
"75364-1","Star Wars","Ahsoka",2023,"New Republic E-wing vs. Shin Hati's Starfighter",5,1056,94.99,109.99,139.99,104.99,5702017421452,673419377041,54,28.2,5.9,,"",0,0,0,,0,0,,,,,,,,,84.7200,69.0000,"01/09/2023","31/12/2024"
"75365-1","Star Wars","Episode IV",2023,"Yavin 4 Rebel Base",12,1066,149.99,169.99,219.99,169.99,5702017421469,673419377058,48,37.8,7.1,,"",0,0,0,,0,0,,,,,,,,,131.2000,14.9900,"01/08/2023","31/12/2025"
"75366-1","Star Wars","Seasonal",2023,"LEGO Star Wars Advent Calendar",8,320,29.99,44.99,59.99,37.99,5702017417110,673419376853,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,26.0700,,"",""
"75367-1","Star Wars","Ultimate Collector Series",2023,"Venator-class Republic Attack Cruiser",2,5374,559.99,649.99,849.99,649.99,5702017421476,673419377065,,,,,"",0,0,0,,0,0,,,,,,,,,639.5200,,"",""
"75368-1","Star Wars","Mechs",2023,"Darth Vader Mech",1,139,12.99,15.99,19.99,15.99,5702017462820,673419381048,14.1,15.7,4.5,,"",0,0,0,,0,0,,,,,,,,,13.4200,,"01/08/2023","31/12/2024"
"75369-1","Star Wars","Mechs",2023,"Boba Fett Mech",1,155,12.99,15.99,19.99,15.99,5702017462837,673419381352,14.1,15.7,6.1,,"",0,0,0,,0,0,,,,,,,,,14.2100,,"01/08/2023","31/12/2024"
"75370-1","Star Wars","Mechs",2023,"Stormtrooper Mech",1,138,12.99,15.99,19.99,15.99,5702017462844,673419381369,14.1,15.7,4.5,,"",0,0,0,,0,0,,,,,,,,,13.6500,,"01/08/2023","31/12/2024"
"75371-1","Star Wars","Episode VI",2023,"Chewbacca",1,2319,179.99,199.99,259.99,209.99,5702017462851,673419381376,37.8,58.2,10.3,,"",0,0,0,,0,0,,,,,,,,,169.1000,,"01/09/2023","31/12/2025"
"75575-1","Avatar","The Way of Water",2023,"Ilu Discovery",2,179,19.99,24.99,34.99,24.99,5702017421872,673419377133,26.2,14.1,4.8,,"",0,0,0,,0,0,,,,,,,,,17.8800,16.5400,"01/01/2023","31/12/2024"
"75576-1","Avatar","The Way of Water",2023,"Skimwing Adventure ",2,259,29.99,34.99,44.99,34.99,5702017421889,673419377140,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,29.6700,,"01/01/2023","31/12/2024"
"75577-1","Avatar","The Way of Water",2023,"Mako Submarine",4,553,49.99,59.99,79.99,54.99,5702017421896,673419377454,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,56.2000,,"01/01/2023","31/12/2023"
"75578-1","Avatar","The Way of Water",2023,"Metkayina Reef Home",4,528,69.99,79.99,99.99,79.99,5702017421902,673419377461,48,28.2,6.1,,"",0,0,0,,0,0,,,,,,,,,69.0700,49.1600,"01/01/2023","31/12/2023"
"75579-1","Avatar","The Way of Water",2023,"Payakan the Tulkun & Crabsuit",3,761,89.99,99.99,129.99,99.99,5702017421919,673419377478,54,28.2,7.9,,"",0,0,0,,0,0,,,,,,,,,82.2700,55.0000,"01/01/2023","31/12/2024"
"76221-1","DC Comics Super Heroes","The Flash",2023,"Batmobile: Flash Tracking",,456,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"76224-1","DC Comics Super Heroes","Batman 1989",2023,"Batmobile: Batman vs. The Joker Chase",2,438,42.99,47.99,59.99,47.99,5702017501000,673419384032,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,39.6100,,"01/08/2023","31/12/2024"
"76232-1","Marvel Super Heroes","The Marvels",2023,"The Hoopty",3,420,84.99,89.99,119.99,94.99,5702017241098,673419365604,,,,,"",0,0,0,,0,0,,,,,,,,,112.6500,,"",""
"76241-1","Marvel Super Heroes","Avengers",2023,"Hulk Mech Armor",1,138,12.99,14.99,19.99,14.99,5702017419619,673419376563,14.1,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,9.9600,7.0000,"01/01/2023","31/12/2024"
"76242-1","Marvel Super Heroes","Avengers",2023,"Thanos Mech Armor",1,113,12.99,14.99,19.99,14.99,5702017419626,673419376570,14.1,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,12.8600,8.0000,"01/01/2023","31/12/2023"
"76243-1","Marvel Super Heroes","Avengers",2023,"Rocket Mech Armor",1,98,12.99,14.99,19.99,14.99,5702017419633,673419376587,14.1,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,16.4800,9.0000,"01/01/2023","31/12/2024"
"76244-1","Marvel Super Heroes","Spider-Man",2023,"Miles Morales vs. Morbius",2,220,19.99,24.99,34.99,24.99,5702017419640,673419376594,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,20.7900,25.0000,"01/01/2023","31/12/2024"
